Objects
100
,,Global Angle dogger2:dogger2,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,-0.001626,0.003125,-0.062681,-9.367573,26.318960,332.354065
2,0,-0.001498,0.003028,-0.062645,-9.379968,26.324852,332.360687
3,0,-0.001645,0.002969,-0.062662,-9.371388,26.327026,332.346405
4,0,-0.001744,0.002976,-0.062710,-9.358702,26.316803,332.327271
5,0,-0.001781,0.002988,-0.062680,-9.347844,26.321234,332.314667
6,0,-0.001763,0.003096,-0.062727,-9.359654,26.318045,332.312927
7,0,-0.001645,0.003137,-0.062706,-9.366415,26.318546,332.331177
8,0,-0.001820,0.003085,-0.062743,-9.375471,26.333628,332.353485
9,0,-0.002006,0.003007,-0.062703,-9.363815,26.343115,332.367218
10,0,-0.001635,0.003068,-0.062713,-9.363551,26.335835,332.370850
11,0,-0.001638,0.003072,-0.062653,-9.341602,26.326338,332.333099
12,0,-0.001508,0.003055,-0.062643,-9.344481,26.324806,332.307587
13,0,-0.001811,0.003138,-0.062664,-9.348747,26.334402,332.325317
14,0,-0.001709,0.003088,-0.062667,-9.351457,26.344173,332.355225
15,0,-0.001737,0.003083,-0.062677,-9.351512,26.349281,332.373199
16,0,-0.001575,0.003053,-0.062689,-9.357596,26.343042,332.354675
17,0,-0.001807,0.003044,-0.062641,-9.344667,26.333981,332.333893
18,0,-0.001490,0.003027,-0.062677,-9.335823,26.330185,332.313141
19,0,-0.001768,0.003053,-0.062705,-9.332716,26.329498,332.311157
20,0,-0.001685,0.003125,-0.062771,-9.337606,26.330902,332.331024
21,0,-0.001624,0.003092,-0.062813,-9.337882,26.334099,332.353027
22,0,-0.001387,0.003118,-0.062824,-9.344872,26.338251,332.351440
23,0,-0.001695,0.002990,-0.062832,-9.340944,26.341152,332.346954
24,0,-0.001721,0.003060,-0.062902,-9.341855,26.335093,332.332611
25,0,-0.001693,0.003081,-0.062923,-9.351277,26.339323,332.327026
26,0,-0.001659,0.003054,-0.062902,-9.360744,26.333662,332.331757
27,0,-0.001870,0.003135,-0.062870,-9.373607,26.338705,332.329102
28,0,-0.001623,0.003085,-0.062837,-9.373574,26.339491,332.353607
29,0,-0.001533,0.002987,-0.062853,-9.369477,26.332920,332.354187
30,0,-0.001357,0.002961,-0.062796,-9.369699,26.330568,332.342010
31,0,-0.001737,0.002938,-0.062769,-9.380656,25.700296,331.551941
32,0,-0.001842,0.003028,-0.062734,-9.387354,25.697382,331.557281
33,0,-0.001727,0.002958,-0.062657,-9.386765,25.705067,331.567902
34,0,-0.001604,0.002950,-0.062656,-9.383258,25.705267,331.593201
35,0,-0.002178,0.002932,-0.062629,-9.388482,25.701590,331.617676
36,0,-0.001901,0.002939,-0.062578,-9.384989,25.702070,331.594635
37,0,-0.001913,0.002984,-0.062659,-9.388206,25.696070,331.563843
38,0,-0.001729,0.003076,-0.062605,-9.376956,25.689812,331.540833
39,0,-0.001795,0.003131,-0.062686,-9.368553,25.688965,331.528778
40,0,-0.001553,0.002925,-0.062668,-9.377385,25.688150,331.560455
41,0,-0.001794,0.003019,-0.062732,-9.385098,25.689587,331.588867
42,0,-0.002004,0.003050,-0.062771,-9.395089,25.692932,331.603882
43,0,-0.001643,0.003054,-0.062804,-9.375052,25.697495,331.596802
44,0,-0.001840,0.003053,-0.062844,-9.359025,25.693184,331.581726
45,0,-0.001878,0.003042,-0.062943,-9.366303,25.690180,331.559784
46,0,-0.002162,0.002971,-0.062866,-9.384096,25.688660,331.558960
47,0,-0.001942,0.003004,-0.062869,-9.384982,25.687725,331.561462
48,0,-0.001885,0.002959,-0.062839,-9.384566,25.689880,331.565765
49,0,-0.001992,0.003027,-0.062841,-9.364022,25.692337,331.592834
50,0,-0.001702,0.003004,-0.062730,-9.366770,25.684063,331.592926
51,0,-0.001774,0.003025,-0.062749,-9.371370,25.681606,331.584076
52,0,-0.001621,0.003094,-0.062680,-9.369711,25.688332,331.581299
53,0,-0.001848,0.003124,-0.062728,-9.366261,25.692221,331.568542
54,0,-0.001850,0.003039,-0.062704,-9.347767,25.690891,331.566711
55,0,-0.002202,0.003039,-0.062677,-9.342050,25.687708,331.567169
56,0,-0.001906,0.002985,-0.062615,-9.338591,25.681877,331.568512
57,0,-0.001735,0.003072,-0.062647,-9.328724,25.676287,331.559021
58,0,-0.002040,0.003159,-0.062703,-9.327838,25.682928,331.560120
59,0,-0.001822,0.003121,-0.062689,-9.320389,25.690313,331.572571
60,0,-0.001450,0.003114,-0.062724,-9.326966,25.691389,331.580780
61,0,-0.001849,0.003114,-0.062731,-9.324706,25.693403,331.598877
62,0,-0.001868,0.003001,-0.062704,-9.322403,25.679096,331.586731
63,0,-0.001773,0.002999,-0.062778,-9.334693,25.686495,331.558899
64,0,-0.001746,0.003142,-0.062788,-9.338732,25.676525,331.530121
65,0,-0.001598,0.003157,-0.062892,-9.352657,25.685837,331.538239
66,0,-0.001931,0.003022,-0.062857,-9.360964,25.702530,331.579681
67,0,-0.001466,0.003075,-0.062835,-9.369287,25.695465,331.602173
68,0,-0.001819,0.002989,-0.062878,-9.375920,25.703743,331.601593
69,0,-0.001949,0.003047,-0.062817,-9.364738,25.701330,331.594635
70,0,-0.002009,0.003087,-0.062791,-9.363576,25.700687,331.570160
71,0,-0.001935,0.003055,-0.062795,-9.388330,25.704943,331.571198
72,0,-0.002019,0.003145,-0.062740,-9.384225,25.699203,331.574493
73,0,-0.001834,0.003117,-0.062750,-9.386727,25.706881,331.587891
74,0,-0.001646,0.003030,-0.062711,-9.387868,25.709967,331.592346
75,0,-0.002019,0.002951,-0.062654,-9.388436,25.712530,331.574310
76,0,-0.002316,0.003002,-0.062672,-9.390809,25.718332,331.571777
77,0,-0.001892,0.003003,-0.062720,-9.382507,25.711142,331.579437
78,0,-0.001839,0.002938,-0.062641,-9.369961,25.708557,331.595581
79,0,-0.001915,0.003021,-0.062665,-9.356130,25.707458,331.593750
80,0,-0.001834,0.003066,-0.062705,-9.358863,25.716501,331.583466
81,0,-0.001838,0.003039,-0.062749,-9.344924,25.707302,331.564148
82,0,-0.002013,0.003092,-0.062794,-9.345098,25.710535,331.556091
83,0,-0.001925,0.003025,-0.062825,-9.341417,25.705532,331.550262
84,0,-0.001585,0.002977,-0.062880,-9.339280,25.704775,331.567017
85,0,-0.001878,0.003033,-0.062894,-9.331940,25.710567,331.584381
86,0,-0.001650,0.003007,-0.062942,-9.324661,25.719645,331.595673
87,0,-0.001846,0.003004,-0.062996,-9.325271,25.718674,331.598206
88,0,-0.002017,0.002997,-0.062941,-9.321472,25.708921,331.575989
89,0,-0.001934,0.003005,-0.062914,-9.310884,25.701704,331.549622
90,0,-0.001852,0.003068,-0.062854,-9.306325,25.700113,331.547180
91,0,-0.001889,0.003124,-0.062831,-9.325445,25.696814,331.560120
92,0,-0.001969,0.003028,-0.062748,-9.333222,25.696318,331.577911
93,0,-0.001675,0.003005,-0.062684,-9.340436,25.698641,331.590485
94,0,-0.001924,0.003027,-0.062589,-9.350432,25.703934,331.601471
95,0,-0.001499,0.003030,-0.062561,-9.347486,25.691162,331.589417
96,0,-0.001852,0.003100,-0.062547,-9.334266,25.688242,331.575928
97,0,-0.001739,0.003091,-0.062487,-9.335763,25.680252,331.567047
98,0,-0.001756,0.003151,-0.062582,-9.333050,25.676022,331.545959
99,0,-0.001640,0.002980,-0.062587,-9.344885,25.688244,331.563995
100,0,-0.001943,0.002910,-0.062661,-9.360163,25.697893,331.587402
101,0,-0.001822,0.002990,-0.062651,-9.361874,25.690264,331.598633
102,0,-0.001781,0.003106,-0.062792,-9.370065,25.688572,331.605347
103,0,-0.001730,0.003095,-0.062833,-9.358295,25.682384,331.583954
104,0,-0.002197,0.002951,-0.062881,-9.358753,25.679436,331.567413
105,0,-0.001700,0.002962,-0.062894,-9.360533,25.679302,331.566681
106,0,-0.002091,0.002957,-0.062912,-9.358713,25.683813,331.565582
107,0,-0.002032,0.002939,-0.063009,-9.360486,25.680208,331.570221
108,0,-0.001922,0.003047,-0.062915,-9.360944,25.684010,331.580566
109,0,-0.001961,0.003016,-0.062898,-9.374197,25.692261,331.592194
110,0,-0.001899,0.003123,-0.062866,-9.368357,25.689383,331.587158
111,0,-0.001620,0.003098,-0.062769,-9.363629,25.680752,331.587250
112,0,-0.001917,0.003093,-0.062661,-9.359963,25.682383,331.584381
113,0,-0.001966,0.002976,-0.062624,-9.350316,25.680614,331.580200
114,0,-0.001763,0.003016,-0.062584,-9.358180,25.683891,331.595734
115,0,-0.001875,0.002943,-0.062535,-9.353292,25.685678,331.590332
116,0,-0.001755,0.003072,-0.062544,-9.356001,25.687328,331.582977
117,0,-0.001896,0.002988,-0.062508,-9.348804,25.688286,331.555756
118,0,-0.001787,0.003017,-0.062598,-9.339796,25.690571,331.570435
119,0,-0.001691,0.002982,-0.062613,-9.324140,25.683821,331.553436
120,0,-0.001845,0.002998,-0.062703,-9.321981,25.691612,331.568909
121,0,-0.001879,0.003107,-0.062756,-9.325006,25.700554,331.581909
122,0,-0.002037,0.003211,-0.062806,-9.333653,25.703566,331.588409
123,0,-0.001811,0.003188,-0.062814,-9.341091,25.710424,331.589905
124,0,-0.001882,0.003083,-0.062837,-9.333155,25.709076,331.588837
125,0,-0.001768,0.003115,-0.062856,-9.319320,25.701824,331.578156
126,0,-0.001909,0.003065,-0.062834,-9.305588,25.700151,331.565460
127,0,-0.001811,0.003027,-0.062768,-9.304683,25.697012,331.550018
128,0,-0.001645,0.003073,-0.062780,-9.306888,25.702066,331.552490
129,0,-0.002081,0.002998,-0.062708,-9.329557,25.702986,331.561981
