Objects
100
,,Global Angle dogger2:dogger2,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,0.004139,-0.006315,-0.023496,29.109282,21.898895,375.999542
2,0,0.004014,-0.006341,-0.023530,29.100534,21.897589,376.028473
3,0,0.004357,-0.006262,-0.023518,29.089483,21.908325,376.059174
4,0,0.004228,-0.006302,-0.023473,29.097097,21.902475,376.078369
5,0,0.004333,-0.006346,-0.023477,29.097261,21.905939,376.073944
6,0,0.004242,-0.006340,-0.023518,29.130077,21.893461,376.046783
7,0,0.003952,-0.006289,-0.023378,29.127188,21.887825,376.032013
8,0,0.004019,-0.006252,-0.023380,29.127527,21.884375,376.039337
9,0,0.004091,-0.006251,-0.023356,29.122583,21.885300,376.043701
10,0,0.004362,-0.006294,-0.023330,29.117405,21.889797,376.037048
11,0,0.004354,-0.006325,-0.023318,29.117107,21.886869,376.043121
12,0,0.004323,-0.006322,-0.023321,29.116907,21.892704,376.038544
13,0,0.004279,-0.006317,-0.023279,29.108778,21.894556,376.049011
14,0,0.004456,-0.006269,-0.023303,29.121050,21.888433,376.064392
15,0,0.004293,-0.006215,-0.023343,29.125898,21.895576,376.063232
16,0,0.004418,-0.006213,-0.023366,29.142977,21.884153,376.048584
17,0,0.003791,-0.006380,-0.023361,29.135897,21.886427,376.033722
18,0,0.004564,-0.006332,-0.023438,29.135698,21.884150,376.037109
19,0,0.003888,-0.006406,-0.023444,29.136736,21.887817,376.022614
20,0,0.004267,-0.006368,-0.023472,29.125736,21.896036,376.037292
21,0,0.004272,-0.006224,-0.023464,29.128231,21.900732,376.045532
22,0,0.004391,-0.006308,-0.023447,29.138199,21.903311,376.054321
23,0,0.004295,-0.006355,-0.023493,29.139244,21.899849,376.045624
24,0,0.004265,-0.006344,-0.023502,29.144413,21.897604,376.044159
25,0,0.004164,-0.006305,-0.023468,29.131512,21.897478,376.030304
26,0,0.004063,-0.006267,-0.023435,29.128973,21.887905,376.023956
27,0,0.004151,-0.006335,-0.023429,29.117218,21.890686,376.021576
28,0,0.004137,-0.006305,-0.023338,29.119202,21.894564,376.030304
29,0,0.004230,-0.006325,-0.023285,29.125237,21.893940,376.029785
30,0,0.004183,-0.006284,-0.023258,29.120281,21.891371,376.045410
31,0,0.004390,-0.006334,-0.023278,29.131596,21.899683,376.074524
32,0,0.004490,-0.006275,-0.023242,29.127811,21.893484,376.077850
33,0,0.004428,-0.006277,-0.023231,29.121304,21.898796,376.052582
34,0,0.004310,-0.006328,-0.023231,29.122885,21.894245,376.039551
35,0,0.004221,-0.006317,-0.023203,29.117310,21.889896,376.007874
36,0,0.004298,-0.006360,-0.023201,29.124632,21.882515,376.005981
