Objects
100
,,Global Angle dogger2:dogger2,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,-0.000640,0.001657,0.008925,10.226762,40.394138,374.852997
2,0,-0.000484,0.001693,0.008970,10.216576,40.383869,374.848175
3,0,-0.000732,0.001746,0.008975,10.223978,40.388184,374.810486
4,0,-0.000634,0.001721,0.008951,10.234749,40.384483,374.793152
5,0,-0.000805,0.001669,0.008900,10.231300,40.386143,374.812927
6,0,-0.000931,0.001640,0.008890,10.225738,40.384033,374.827942
7,0,-0.000891,0.001648,0.008863,10.212874,40.386211,374.842987
8,0,-0.000803,0.001716,0.008847,10.206263,40.389568,374.844421
9,0,-0.000721,0.001722,0.008827,10.211290,40.387390,374.830597
10,0,-0.000720,0.001655,0.008863,10.209534,40.379921,374.833710
11,0,-0.000580,0.001667,0.008810,10.228502,40.375660,374.810577
12,0,-0.000563,0.001615,0.008785,10.222295,40.376774,374.813507
13,0,-0.000618,0.001579,0.008808,10.231895,40.374928,374.817688
14,0,-0.000606,0.001642,0.008841,10.220119,40.376808,374.823486
15,0,-0.000900,0.001706,0.008870,10.225068,40.376209,374.833008
16,0,-0.000735,0.001769,0.008933,10.235052,40.364960,374.831512
17,0,-0.000545,0.001737,0.008969,10.232437,40.357193,374.823395
18,0,-0.000592,0.001609,0.009034,10.241072,40.360489,374.817719
19,0,-0.000623,0.001702,0.009075,10.246890,40.355030,374.803284
20,0,-0.000795,0.001653,0.009065,10.245529,40.344086,374.821564
21,0,-0.000692,0.001713,0.009096,10.249570,40.342072,374.814362
22,0,-0.000512,0.001764,0.009178,10.256425,40.336540,374.814911
23,0,-0.000687,0.001745,0.009117,10.258793,40.338406,374.814880
24,0,-0.000539,0.001728,0.009077,10.259527,40.336010,374.824921
25,0,-0.000248,0.001771,0.009037,10.251302,40.332981,374.840607
26,0,-0.000597,0.001682,0.008949,10.247665,40.335407,374.827332
27,0,-0.000373,0.001873,0.008892,10.239316,40.341305,374.819397
28,0,-0.000481,0.001758,0.008789,10.246078,40.345222,374.810394
29,0,-0.000479,0.001762,0.008776,10.253146,40.356266,374.804962
30,0,-0.000673,0.001677,0.008737,10.243801,40.345402,374.812622
31,0,-0.000400,0.001730,0.008695,10.229724,40.350918,374.825592
32,0,-0.000732,0.001675,0.008695,10.228712,40.358532,374.831818
33,0,-0.000828,0.001695,0.008730,10.219794,40.364670,374.824982
34,0,-0.000753,0.001808,0.008667,10.218161,40.368896,374.825745
35,0,-0.000691,0.001674,0.008800,10.220918,40.367161,374.810730
36,0,-0.000701,0.001724,0.008830,10.220175,40.359428,374.810638
37,0,-0.000541,0.001804,0.008867,10.211477,40.364655,374.823608
38,0,-0.000578,0.001708,0.008999,10.215101,40.369122,374.834656
39,0,-0.000785,0.001625,0.009033,10.216856,40.384594,374.834229
40,0,-0.000819,0.001613,0.009116,10.227013,40.389927,374.836365
41,0,-0.000900,0.001701,0.009119,10.235340,40.383484,374.829102
42,0,-0.000571,0.001715,0.009191,10.243525,40.378605,374.808350
43,0,-0.000815,0.001780,0.009211,10.246895,40.373043,374.809052
44,0,-0.000900,0.001789,0.009211,10.247531,40.375500,374.831940
45,0,-0.000921,0.001774,0.009124,10.239654,40.381546,374.846283
46,0,-0.000731,0.001738,0.009121,10.244848,40.387733,374.848633
47,0,-0.000614,0.001776,0.009066,10.253264,40.380844,374.818756
48,0,-0.000510,0.001722,0.008964,10.267200,40.381939,374.799377
49,0,-0.000893,0.001807,0.008882,10.276996,40.378677,374.782776
50,0,-0.000758,0.001789,0.008815,10.269608,40.373695,374.799255
51,0,-0.000628,0.001893,0.008780,10.258648,40.384434,374.812195
52,0,-0.001047,0.001714,0.008744,10.252995,40.385197,374.819366
53,0,-0.000651,0.001684,0.008680,10.255838,40.386192,374.839111
54,0,-0.000959,0.001671,0.008754,10.262521,40.382992,374.832214
55,0,-0.000592,0.001759,0.008775,10.257133,40.367184,374.826691
56,0,-0.000574,0.001768,0.008816,10.256961,40.360371,374.814392
57,0,-0.000634,0.001747,0.008881,10.250834,40.357769,374.809052
58,0,-0.000550,0.001848,0.008927,10.244894,40.356438,374.817841
59,0,-0.000361,0.001738,0.009002,10.247194,40.362595,374.816528
60,0,-0.000421,0.001660,0.009089,10.247798,40.361511,374.824219
61,0,-0.000565,0.001730,0.009202,10.239070,40.350468,374.831757
62,0,-0.000730,0.001626,0.009204,10.232695,40.356243,374.836578
63,0,-0.000558,0.001763,0.009161,10.229120,40.352829,374.835510
64,0,-0.000621,0.001700,0.009221,10.229353,40.352894,374.834991
65,0,-0.000939,0.001686,0.009191,10.237943,40.350620,374.811646
66,0,-0.000633,0.001779,0.009090,10.248321,40.347183,374.809998
67,0,-0.000423,0.001711,0.009047,10.241922,40.344284,374.807953
68,0,-0.000501,0.001710,0.009024,10.238103,40.349426,374.809174
69,0,-0.000486,0.001688,0.008897,10.222971,40.364765,374.835754
70,0,-0.000582,0.001613,0.008839,10.227747,40.377853,374.855286
71,0,-0.000431,0.001678,0.008750,10.217563,40.373974,374.842834
72,0,-0.000647,0.001694,0.008698,10.238057,40.372681,374.813812
73,0,-0.000679,0.001827,0.008632,10.246945,40.370007,374.799011
74,0,-0.000698,0.001763,0.008675,10.242399,40.370991,374.794891
75,0,-0.000745,0.001740,0.008672,10.235797,40.366150,374.801392
76,0,-0.000679,0.001732,0.008664,10.224960,40.379894,374.823334
77,0,-0.000795,0.001627,0.008812,10.227931,40.375629,374.838379
78,0,-0.000771,0.001635,0.008912,10.230967,40.366978,374.833130
79,0,-0.000670,0.001747,0.008948,10.245379,40.372398,374.831421
80,0,-0.000860,0.001796,0.009087,10.242773,40.362907,374.816986
81,0,-0.000748,0.001776,0.009108,10.231611,40.367599,374.812714
82,0,-0.000583,0.001710,0.009128,10.222295,40.359764,374.833099
83,0,-0.000767,0.001589,0.009229,10.223302,40.364075,374.818848
84,0,-0.000650,0.001671,0.009233,10.236525,40.366745,374.817871
85,0,-0.000910,0.001751,0.009289,10.227989,40.359257,374.797333
86,0,-0.000722,0.001673,0.009264,10.237644,40.351997,374.798523
87,0,-0.000740,0.001674,0.009257,10.231436,40.360497,374.807220
88,0,-0.000729,0.001668,0.009197,10.222420,40.360752,374.833008
89,0,-0.000672,0.001672,0.009159,10.215527,40.371140,374.848816
