Objects
100
,,Global Angle dogger2:dogger2,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,-0.006148,0.002050,-0.022193,-2.344000,50.203560,326.610474
2,0,-0.006154,0.002074,-0.022121,-2.353509,50.207848,326.618835
3,0,-0.006290,0.001995,-0.022159,-2.362028,50.211163,326.633392
4,0,-0.006221,0.001916,-0.022138,-2.372607,50.208641,326.647339
5,0,-0.006411,0.001964,-0.022204,-2.370288,50.207176,326.636597
6,0,-0.006274,0.002000,-0.022256,-2.385466,50.197773,326.612396
7,0,-0.006138,0.001906,-0.022271,-2.374701,50.195255,326.592041
8,0,-0.006159,0.001984,-0.022398,-2.373670,50.192333,326.600983
9,0,-0.006175,0.001899,-0.022387,-2.387801,50.200970,326.620667
10,0,-0.006373,0.001948,-0.022470,-2.390516,50.207764,326.642639
11,0,-0.006489,0.001977,-0.022533,-2.391646,50.209393,326.646118
12,0,-0.006549,0.002014,-0.022531,-2.381443,50.203716,326.635101
13,0,-0.006440,0.001995,-0.022521,-2.371932,50.196774,326.621643
14,0,-0.006269,0.001975,-0.022485,-2.360443,50.195332,326.612457
15,0,-0.006222,0.001968,-0.022355,-2.350184,50.189659,326.608948
16,0,-0.006484,0.002021,-0.022290,-2.346679,50.192211,326.625244
17,0,-0.006050,0.002028,-0.022269,-2.338316,50.190323,326.624817
18,0,-0.006281,0.002045,-0.022187,-2.323004,50.190624,326.631226
19,0,-0.006057,0.002114,-0.022167,-2.314655,50.190960,326.616516
20,0,-0.006220,0.002124,-0.022152,-2.305738,50.197552,326.608124
21,0,-0.006382,0.001993,-0.022131,-2.307341,50.185993,326.610168
22,0,-0.006053,0.002055,-0.022146,-2.300292,50.196651,326.618622
23,0,-0.005927,0.001998,-0.022167,-2.303979,50.195923,326.626648
24,0,-0.006436,0.002035,-0.022149,-2.312139,50.207520,326.627258
25,0,-0.006377,0.001966,-0.022265,-2.312807,50.202019,326.625854
26,0,-0.006427,0.002056,-0.022300,-2.321534,50.208435,326.616425
27,0,-0.006456,0.002019,-0.022398,-2.316569,50.219101,326.623535
28,0,-0.006397,0.002033,-0.022396,-2.323034,50.221733,326.613251
29,0,-0.006290,0.001964,-0.022484,-2.329875,50.223099,326.606537
30,0,-0.006468,0.002016,-0.022445,-2.335261,50.220081,326.608948
31,0,-0.006426,0.002026,-0.022429,-2.345236,50.229645,326.623322
32,0,-0.006400,0.002053,-0.022472,-2.353482,50.233105,326.617584
33,0,-0.006442,0.002035,-0.022429,-2.350934,50.232300,326.629578
34,0,-0.006390,0.002041,-0.022419,-2.355609,50.235233,326.626770
35,0,-0.006501,0.001990,-0.022395,-2.366779,50.231892,326.625031
36,0,-0.006641,0.001991,-0.022338,-2.365925,50.234207,326.622467
37,0,-0.006255,0.001964,-0.022307,-2.358755,50.232899,326.625885
38,0,-0.006070,0.002010,-0.022312,-2.366258,50.232857,326.617645
39,0,-0.006082,0.002049,-0.022303,-2.367204,50.225712,326.625549
40,0,-0.006131,0.002084,-0.022342,-2.371276,50.220936,326.622223
41,0,-0.006202,0.001947,-0.022280,-2.371450,50.212105,326.617371
42,0,-0.006034,0.001964,-0.022331,-2.381896,50.214275,326.617279
43,0,-0.006525,0.001923,-0.022337,-2.367108,50.211815,326.628113
44,0,-0.005968,0.001945,-0.022353,-2.364666,50.206036,326.616028
45,0,-0.006012,0.001891,-0.022390,-2.358171,50.205479,326.610352
46,0,-0.006067,0.001917,-0.022445,-2.349068,50.206287,326.621582
47,0,-0.006403,0.001999,-0.022460,-2.349715,50.212353,326.632477
48,0,-0.006251,0.002033,-0.022429,-2.344496,50.205441,326.642120
49,0,-0.006290,0.002066,-0.022387,-2.343235,50.197548,326.624939
50,0,-0.006274,0.002046,-0.022370,-2.338311,50.199970,326.617523
51,0,-0.006300,0.002010,-0.022322,-2.329762,50.205910,326.610168
52,0,-0.006353,0.002050,-0.022384,-2.316461,50.200233,326.604126
53,0,-0.006250,0.001929,-0.022310,-2.308135,50.196461,326.594604
54,0,-0.006401,0.001964,-0.022287,-2.315450,50.200108,326.606293
55,0,-0.006355,0.002037,-0.022295,-2.318628,50.207088,326.630829
56,0,-0.006509,0.002050,-0.022305,-2.328953,50.214596,326.646179
57,0,-0.006277,0.002099,-0.022220,-2.331658,50.211720,326.644287
58,0,-0.006503,0.001928,-0.022317,-2.331527,50.207928,326.613831
59,0,-0.006463,0.001997,-0.022350,-2.332237,50.214893,326.607635
60,0,-0.006112,0.002062,-0.022338,-2.335981,50.212528,326.610901
61,0,-0.006565,0.001986,-0.022382,-2.342532,50.220013,326.606781
62,0,-0.006330,0.001995,-0.022417,-2.345770,50.228962,326.605408
63,0,-0.006276,0.002036,-0.022437,-2.355981,50.229595,326.622986
64,0,-0.006343,0.001895,-0.022454,-2.370638,50.237675,326.623840
65,0,-0.006600,0.002016,-0.022453,-2.371205,50.247513,326.638489
