Objects
100
,,Global Angle dogger2:dogger2,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,-0.014918,0.007405,-0.006933,-9.293075,19.466709,330.659607
2,0,-0.014938,0.007417,-0.006810,-9.293452,19.475786,330.696747
3,0,-0.014486,0.007374,-0.006744,-9.288440,19.476297,330.707062
4,0,-0.014537,0.007417,-0.006659,-9.285665,19.470818,330.687500
5,0,-0.014759,0.007416,-0.006665,-9.281932,19.477150,330.659454
6,0,-0.014706,0.007450,-0.006648,-9.289115,19.474800,330.617767
7,0,-0.014896,0.007477,-0.006663,-9.287778,19.476162,330.618317
8,0,-0.014646,0.007309,-0.006778,-9.288738,19.485144,330.653687
9,0,-0.015013,0.007375,-0.006858,-9.281900,19.488121,330.696808
10,0,-0.014449,0.007397,-0.006971,-9.273740,19.494041,330.698212
11,0,-0.014609,0.007466,-0.007011,-9.246746,19.486616,330.678192
12,0,-0.014884,0.007466,-0.007157,-9.234486,19.491665,330.657471
13,0,-0.014628,0.007570,-0.007216,-9.228784,19.492043,330.632385
14,0,-0.014703,0.007459,-0.007232,-9.235347,19.497042,330.653687
15,0,-0.014812,0.007435,-0.007250,-9.225395,19.493135,330.654449
16,0,-0.014783,0.007532,-0.007206,-9.220293,19.496553,330.653290
17,0,-0.015058,0.007493,-0.007159,-9.206670,19.499491,330.642914
18,0,-0.014886,0.007536,-0.007075,-9.191301,19.501259,330.636902
19,0,-0.014746,0.007547,-0.007008,-9.194738,19.496910,330.639679
20,0,-0.014658,0.007502,-0.006912,-9.197639,19.493158,330.642487
21,0,-0.014956,0.007561,-0.006834,-9.209143,19.490841,330.651764
22,0,-0.014752,0.007563,-0.006781,-9.210307,19.480154,330.652130
23,0,-0.014996,0.007524,-0.006761,-9.205370,19.477587,330.667542
24,0,-0.014774,0.007494,-0.006679,-9.206408,19.479654,330.647308
25,0,-0.014609,0.007539,-0.006779,-9.210642,19.479858,330.633545
26,0,-0.014794,0.007432,-0.006810,-9.237021,19.483360,330.640503
27,0,-0.015085,0.007465,-0.006835,-9.247869,19.470228,330.646301
28,0,-0.014697,0.007435,-0.006944,-9.268085,19.468540,330.658752
29,0,-0.014727,0.007444,-0.007025,-9.265799,19.462313,330.649475
30,0,-0.015016,0.007425,-0.007079,-9.267399,19.462564,330.639801
31,0,-0.014755,0.007397,-0.007092,-9.273403,19.467573,330.661560
32,0,-0.014564,0.007372,-0.007160,-9.283801,19.473257,330.683289
33,0,-0.014846,0.007456,-0.007058,-9.286326,19.474644,330.697540
34,0,-0.014825,0.007418,-0.007064,-9.302959,19.461216,330.674225
35,0,-0.014779,0.007376,-0.007010,-9.305711,19.455484,330.635681
36,0,-0.014883,0.007416,-0.006893,-9.305760,19.444906,330.635437
37,0,-0.014960,0.007381,-0.006840,-9.297520,19.448999,330.655212
38,0,-0.014725,0.007383,-0.006792,-9.295577,19.451563,330.681030
39,0,-0.014590,0.007444,-0.006705,-9.294059,19.456255,330.688721
40,0,-0.014533,0.007420,-0.006693,-9.292861,19.458014,330.672516
41,0,-0.015005,0.007517,-0.006685,-9.290821,19.445686,330.654907
42,0,-0.014622,0.007436,-0.006715,-9.274004,19.440025,330.659515
43,0,-0.014824,0.007438,-0.006791,-9.255683,19.443108,330.673096
44,0,-0.014730,0.007507,-0.006897,-9.242021,19.453716,330.672272
45,0,-0.014887,0.007480,-0.006985,-9.231334,19.464706,330.660065
46,0,-0.014757,0.007404,-0.007064,-9.236446,19.459209,330.650726
47,0,-0.014671,0.007479,-0.007126,-9.246368,19.456148,330.636871
48,0,-0.014737,0.007452,-0.007150,-9.253256,19.454384,330.642120
49,0,-0.014488,0.007407,-0.007095,-9.242785,19.454811,330.652252
50,0,-0.014788,0.007437,-0.007074,-9.228535,19.463421,330.663086
51,0,-0.014887,0.007498,-0.007074,-9.213894,19.475523,330.673737
52,0,-0.014687,0.007412,-0.006928,-9.215034,19.472639,330.664490
53,0,-0.014543,0.007455,-0.006865,-9.218884,19.468510,330.637787
54,0,-0.014876,0.007460,-0.006842,-9.232875,19.461090,330.622375
55,0,-0.014859,0.007394,-0.006746,-9.232870,19.465416,330.637177
56,0,-0.014934,0.007485,-0.006764,-9.235512,19.470255,330.671631
57,0,-0.014888,0.007543,-0.006687,-9.240334,19.473894,330.681213
58,0,-0.014870,0.007442,-0.006711,-9.248499,19.484156,330.688568
59,0,-0.014485,0.007522,-0.006664,-9.256342,19.481333,330.650726
60,0,-0.014688,0.007452,-0.006784,-9.266397,19.476013,330.634583
61,0,-0.014838,0.007476,-0.006829,-9.274088,19.478121,330.623779
62,0,-0.014787,0.007387,-0.006928,-9.280777,19.480106,330.628632
63,0,-0.014802,0.007411,-0.006966,-9.290545,19.489660,330.658386
64,0,-0.014706,0.007400,-0.006979,-9.290951,19.497034,330.667389
65,0,-0.015018,0.007451,-0.007062,-9.294134,19.497513,330.673737
66,0,-0.014871,0.007503,-0.007065,-9.296947,19.485397,330.664673
67,0,-0.014814,0.007401,-0.007137,-9.310944,19.478767,330.656097
68,0,-0.014547,0.007345,-0.007118,-9.310426,19.478760,330.660767
69,0,-0.014700,0.007382,-0.007112,-9.313871,19.482708,330.653748
70,0,-0.014931,0.007412,-0.007115,-9.302945,19.496513,330.645935
71,0,-0.014840,0.007515,-0.007012,-9.287702,19.496567,330.644287
72,0,-0.014608,0.007405,-0.006995,-9.268461,19.486307,330.641632
73,0,-0.014945,0.007385,-0.006938,-9.273521,19.478476,330.632294
74,0,-0.014685,0.007312,-0.006916,-9.285350,19.472847,330.654907
75,0,-0.014847,0.007351,-0.006817,-9.278394,19.478264,330.658752
76,0,-0.014771,0.007412,-0.006820,-9.275735,19.489677,330.669830
77,0,-0.014659,0.007428,-0.006770,-9.253441,19.484985,330.657654
78,0,-0.014834,0.007400,-0.006765,-9.227735,19.477392,330.634308
79,0,-0.014367,0.007570,-0.006830,-9.231844,19.466780,330.644653
80,0,-0.014359,0.007522,-0.006805,-9.237433,19.467415,330.660400
81,0,-0.014354,0.007449,-0.006903,-9.242229,19.471369,330.660950
82,0,-0.014754,0.007526,-0.006907,-9.226710,19.482641,330.659821
83,0,-0.014627,0.007504,-0.006961,-9.224380,19.481192,330.658722
84,0,-0.014891,0.007542,-0.007014,-9.204132,19.477758,330.647095
85,0,-0.014568,0.007574,-0.007067,-9.197135,19.471981,330.631531
86,0,-0.014721,0.007508,-0.007132,-9.209871,19.471111,330.640381
87,0,-0.014827,0.007548,-0.007115,-9.233471,19.470812,330.655212
88,0,-0.014764,0.007462,-0.007121,-9.241641,19.479477,330.671295
89,0,-0.014696,0.007413,-0.007153,-9.241323,19.485455,330.673889
90,0,-0.014772,0.007398,-0.007119,-9.220637,19.482746,330.661194
91,0,-0.014703,0.007454,-0.007101,-9.216640,19.477077,330.630127
92,0,-0.014496,0.007519,-0.007062,-9.219791,19.472519,330.616486
93,0,-0.014913,0.007513,-0.007008,-9.238993,19.471041,330.642578
94,0,-0.014656,0.007460,-0.006944,-9.256124,19.472559,330.671906
95,0,-0.014737,0.007412,-0.006934,-9.269291,19.481041,330.698395
96,0,-0.014686,0.007332,-0.006885,-9.266481,19.484095,330.690155
97,0,-0.014770,0.007431,-0.006808,-9.254381,19.476562,330.645630
98,0,-0.014641,0.007468,-0.006811,-9.244761,19.473757,330.623474
99,0,-0.014725,0.007436,-0.006852,-9.241763,19.469986,330.620758
100,0,-0.014782,0.007433,-0.006843,-9.261104,19.472401,330.658142
101,0,-0.014678,0.007489,-0.006903,-9.269685,19.484285,330.686340
102,0,-0.014818,0.007453,-0.006971,-9.270121,19.491327,330.691498
103,0,-0.015014,0.007386,-0.007024,-9.265085,19.481771,330.671387
104,0,-0.014697,0.007462,-0.007110,-9.249081,19.472563,330.641235
105,0,-0.014873,0.007488,-0.007064,-9.240968,19.464125,330.622162
106,0,-0.014748,0.007475,-0.007091,-9.223273,19.465248,330.630280
107,0,-0.014562,0.007374,-0.007059,-9.233147,19.468897,330.659149
108,0,-0.014773,0.007464,-0.007073,-9.241140,19.477957,330.665497
109,0,-0.014870,0.007462,-0.006987,-9.242096,19.480696,330.681061
110,0,-0.014858,0.007370,-0.006972,-9.238790,19.474344,330.658386
111,0,-0.014785,0.007463,-0.006905,-9.229413,19.465189,330.636963
112,0,-0.014897,0.007450,-0.006895,-9.215007,19.465326,330.630371
113,0,-0.014846,0.007387,-0.006855,-9.218224,19.465881,330.642944
114,0,-0.014858,0.007524,-0.006834,-9.222451,19.468201,330.653015
115,0,-0.014752,0.007381,-0.006833,-9.226274,19.461555,330.663696
116,0,-0.014698,0.007472,-0.006884,-9.225427,19.461916,330.660980
117,0,-0.014863,0.007385,-0.006879,-9.227861,19.462534,330.657043
118,0,-0.014330,0.007525,-0.006948,-9.225376,19.460217,330.641754
119,0,-0.014718,0.007454,-0.006965,-9.227932,19.465878,330.641083
120,0,-0.014587,0.007459,-0.007025,-9.235659,19.466534,330.647980
121,0,-0.014800,0.007431,-0.007063,-9.252812,19.463701,330.652802
122,0,-0.014673,0.007471,-0.007046,-9.262911,19.468451,330.657013
123,0,-0.014861,0.007447,-0.007074,-9.275567,19.470654,330.652466
124,0,-0.014615,0.007503,-0.007053,-9.272650,19.469002,330.647308
125,0,-0.014798,0.007509,-0.007005,-9.279310,19.467955,330.652283
126,0,-0.014882,0.007458,-0.007014,-9.288808,19.463152,330.658569
127,0,-0.014757,0.007348,-0.007002,-9.290191,19.475729,330.666229
128,0,-0.014819,0.007331,-0.006882,-9.285667,19.477610,330.663544
129,0,-0.014867,0.007502,-0.006897,-9.293124,19.478088,330.664703
130,0,-0.014764,0.007429,-0.006830,-9.299808,19.476135,330.662415
131,0,-0.014869,0.007416,-0.006828,-9.304375,19.483036,330.646515
132,0,-0.014752,0.007475,-0.006791,-9.310087,19.479319,330.652069
133,0,-0.014798,0.007454,-0.006816,-9.290215,19.482529,330.657318
134,0,-0.014527,0.007440,-0.006814,-9.262120,19.489624,330.667358
135,0,-0.014426,0.007413,-0.006882,-9.251051,19.487921,330.659058
136,0,-0.014905,0.007497,-0.006909,-9.262324,19.494143,330.659088
137,0,-0.014674,0.007559,-0.006950,-9.261922,19.497421,330.633850
138,0,-0.014750,0.007498,-0.006972,-9.257442,19.497799,330.644165
139,0,-0.014973,0.007515,-0.007031,-9.254091,19.503330,330.651093
140,0,-0.014792,0.007375,-0.007081,-9.239267,19.502398,330.661957
141,0,-0.014819,0.007441,-0.007115,-9.224582,19.499197,330.662048
142,0,-0.014667,0.007525,-0.007144,-9.221909,19.503666,330.654510
143,0,-0.014615,0.007491,-0.007153,-9.232656,19.510956,330.636475
144,0,-0.014720,0.007511,-0.007182,-9.241089,19.512253,330.633057
145,0,-0.014843,0.007453,-0.007189,-9.229869,19.509911,330.639252
146,0,-0.014847,0.007547,-0.007152,-9.219915,19.504425,330.642548
147,0,-0.014925,0.007405,-0.007029,-9.200952,19.503078,330.653107
148,0,-0.014561,0.007459,-0.006971,-9.192959,19.502180,330.650940
149,0,-0.015020,0.007562,-0.006925,-9.198505,19.497320,330.639282
150,0,-0.014536,0.007551,-0.006855,-9.220510,19.497465,330.637573
151,0,-0.014716,0.007521,-0.006823,-9.244353,19.495819,330.646118
152,0,-0.014676,0.007439,-0.006782,-9.256087,19.491583,330.661163
153,0,-0.014927,0.007472,-0.006731,-9.258874,19.481318,330.666626
154,0,-0.014462,0.007427,-0.006804,-9.242647,19.476711,330.646637
155,0,-0.014732,0.007360,-0.006813,-9.239059,19.472334,330.636108
156,0,-0.014623,0.007423,-0.006861,-9.244870,19.475134,330.637848
157,0,-0.014717,0.007378,-0.006976,-9.260422,19.481220,330.656799
158,0,-0.014951,0.007321,-0.007002,-9.272432,19.475826,330.671326
159,0,-0.014752,0.007394,-0.007104,-9.286353,19.481289,330.660431
160,0,-0.014601,0.007415,-0.007139,-9.281935,19.476114,330.651245
161,0,-0.014942,0.007421,-0.007150,-9.269781,19.464214,330.635223
162,0,-0.014601,0.007424,-0.007170,-9.254888,19.463995,330.642334
163,0,-0.014872,0.007466,-0.007183,-9.244018,19.459553,330.646393
164,0,-0.014655,0.007483,-0.007101,-9.247683,19.463640,330.648438
165,0,-0.014660,0.007365,-0.007101,-9.261186,19.455591,330.662201
166,0,-0.014697,0.007490,-0.007044,-9.269226,19.453505,330.652588
