Objects
100
,,Global Angle dogger2:dogger2,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,-0.014457,0.005525,-0.037694,3.313312,20.166752,330.029022
2,0,-0.014423,0.005370,-0.037649,3.303088,20.171682,330.048523
3,0,-0.014323,0.005560,-0.037620,3.298472,20.173897,330.066589
4,0,-0.014424,0.005467,-0.037545,3.311199,20.167435,330.081207
5,0,-0.014432,0.005522,-0.037541,3.337476,20.172014,330.054199
6,0,-0.013952,0.005421,-0.037495,3.354493,20.169544,330.022186
7,0,-0.014465,0.005524,-0.037481,3.361713,20.160364,329.995178
8,0,-0.014529,0.005462,-0.037472,3.334378,20.166840,330.010193
9,0,-0.014378,0.005504,-0.037380,3.312809,20.171427,330.060059
10,0,-0.014397,0.005491,-0.037468,3.300646,20.184139,330.087341
11,0,-0.014166,0.005567,-0.037555,3.329579,20.183525,330.072784
12,0,-0.014490,0.005484,-0.037573,3.359518,20.180496,330.035980
13,0,-0.014230,0.005379,-0.037629,3.369692,20.178078,330.000732
14,0,-0.014550,0.005394,-0.037642,3.348465,20.178783,330.003479
15,0,-0.014352,0.005489,-0.037731,3.316896,20.187416,330.028107
16,0,-0.014318,0.005505,-0.037785,3.304977,20.200485,330.068695
17,0,-0.014483,0.005619,-0.037798,3.286147,20.198044,330.072510
18,0,-0.014603,0.005461,-0.037872,3.307266,20.201496,330.059204
19,0,-0.014507,0.005407,-0.037729,3.324185,20.195242,330.015839
20,0,-0.014533,0.005420,-0.037772,3.315650,20.198658,330.008301
21,0,-0.014342,0.005476,-0.037751,3.301961,20.194714,330.036499
22,0,-0.014519,0.005452,-0.037694,3.294535,20.201633,330.067474
23,0,-0.014281,0.005486,-0.037662,3.274544,20.216656,330.072662
24,0,-0.014263,0.005368,-0.037570,3.274470,20.211546,330.055023
25,0,-0.014583,0.005438,-0.037594,3.293727,20.204063,330.040222
26,0,-0.014008,0.005372,-0.037468,3.307225,20.200134,330.029144
27,0,-0.014457,0.005451,-0.037482,3.316298,20.192045,330.025787
28,0,-0.014313,0.005453,-0.037468,3.315549,20.197086,330.036438
29,0,-0.014437,0.005459,-0.037467,3.310195,20.189608,330.050354
30,0,-0.014375,0.005425,-0.037476,3.318347,20.190451,330.043396
31,0,-0.014535,0.005467,-0.037559,3.322604,20.187952,330.030975
32,0,-0.014354,0.005533,-0.037568,3.327214,20.183569,330.029022
33,0,-0.014452,0.005549,-0.037594,3.329349,20.177681,330.030975
34,0,-0.014150,0.005537,-0.037652,3.320700,20.185352,330.046906
35,0,-0.014377,0.005472,-0.037721,3.313885,20.184565,330.066986
36,0,-0.014103,0.005518,-0.037788,3.308372,20.171125,330.038849
37,0,-0.014219,0.005503,-0.037758,3.303499,20.165558,330.029541
38,0,-0.014225,0.005493,-0.037823,3.306124,20.162945,330.014496
39,0,-0.014485,0.005463,-0.037759,3.296698,20.164257,330.004913
40,0,-0.014445,0.005476,-0.037742,3.288926,20.166437,330.015930
41,0,-0.014518,0.005384,-0.037697,3.280629,20.170801,330.047974
42,0,-0.014505,0.005450,-0.037673,3.284341,20.169041,330.051636
43,0,-0.014255,0.005364,-0.037622,3.299531,20.170094,330.068237
44,0,-0.014417,0.005430,-0.037500,3.302093,20.159424,330.053741
45,0,-0.014052,0.005446,-0.037470,3.296629,20.164494,330.050049
46,0,-0.014127,0.005437,-0.037377,3.303804,20.158867,330.036316
47,0,-0.014329,0.005456,-0.037405,3.299776,20.166557,330.041290
48,0,-0.014391,0.005375,-0.037409,3.310363,20.174330,330.040222
49,0,-0.014514,0.005425,-0.037375,3.320984,20.172737,330.024078
50,0,-0.014175,0.005357,-0.037445,3.336814,20.179188,330.030670
51,0,-0.014543,0.005469,-0.037470,3.341239,20.181410,330.038452
52,0,-0.014274,0.005436,-0.037509,3.329759,20.193233,330.047791
53,0,-0.014520,0.005458,-0.037600,3.328121,20.198969,330.061066
54,0,-0.014281,0.005532,-0.037636,3.338371,20.198463,330.047028
55,0,-0.014621,0.005435,-0.037681,3.341746,20.196131,330.022308
56,0,-0.014180,0.005586,-0.037743,3.364901,20.194317,330.006927
57,0,-0.014532,0.005467,-0.037747,3.360790,20.195589,330.000671
58,0,-0.014679,0.005389,-0.037750,3.338237,20.206177,330.016510
59,0,-0.014702,0.005413,-0.037701,3.323815,20.214144,330.051880
60,0,-0.014225,0.005459,-0.037736,3.306419,20.216507,330.081604
61,0,-0.014673,0.005470,-0.037641,3.318580,20.224041,330.072815
62,0,-0.014170,0.005505,-0.037688,3.341986,20.209490,330.051941
63,0,-0.014140,0.005460,-0.037629,3.347527,20.204842,330.018219
64,0,-0.014312,0.005497,-0.037608,3.351853,20.205318,329.993317
65,0,-0.014768,0.005484,-0.037613,3.326843,20.203978,330.003601
66,0,-0.014262,0.005432,-0.037583,3.302828,20.214741,330.047302
67,0,-0.014411,0.005433,-0.037550,3.281854,20.210648,330.067230
68,0,-0.014453,0.005491,-0.037599,3.290718,20.203579,330.073669
69,0,-0.014296,0.005428,-0.037553,3.301626,20.203709,330.062988
70,0,-0.014557,0.005448,-0.037602,3.314270,20.200010,330.028168
71,0,-0.014380,0.005434,-0.037577,3.313937,20.190536,330.012146
72,0,-0.014604,0.005415,-0.037645,3.308657,20.186342,329.999573
73,0,-0.014585,0.005464,-0.037682,3.306075,20.187088,330.031006
74,0,-0.014518,0.005519,-0.037696,3.297225,20.180140,330.055237
75,0,-0.014323,0.005451,-0.037736,3.299217,20.186354,330.059601
76,0,-0.014668,0.005412,-0.037774,3.302865,20.186405,330.061707
77,0,-0.014456,0.005426,-0.037707,3.311292,20.184116,330.051758
